Direccion,PropiedadS,Dolares,Pesos,DolaresM2,PesosM2,Ambientes,Cotizacion,Trimestre,Barrio,Comunas
Acuña De Figueroa 400,"33","102000","6528000","3091","197818","2","64",SEGUNDO,ALMAGRO,"5"
Don Bosco 3400,"33","75000","4800000","2273","145455","2","64",SEGUNDO,ALMAGRO,"5"
Cnel J Pringles 338,"33","38500","2464000","1167","74667","2","64",SEGUNDO,ALMAGRO,"5"
Virrey Liniers 300 0,"33","65000","4160000","1970","126061","1","64",SEGUNDO,ALMAGRO,"5"
CASTRO BARROS 200,"37","105000","6720000","3182","203636","1","64",SEGUNDO,ALMAGRO,"5"
Acuña De Figueroa 400,"33","95400","6105600","2891","185018","2","64",SEGUNDO,ALMAGRO,"5"
Av. Rivadavia al 3300 0,"36","92000","5888000","2788","178424","1","64",SEGUNDO,ALMAGRO,"5"
Av. Boedo al 400 0,"36","85000","5440000","2576","164848","1","64",SEGUNDO,ALMAGRO,"5"
Quintino Bocayuva 600,"33","70000","4480000","2121","135758","2","64",SEGUNDO,ALMAGRO,"5"
Mario Bravo entre Av. Córdoba y Tucumán 0,"33","140000","8960000","4242","271515","1","64",SEGUNDO,ALMAGRO,"5"
GASCON 1000,"33","97000","6208000","2939","188121","1","64",SEGUNDO,ALMAGRO,"5"
Mario Bravo 945,"33","120000","7680000","3636","232727","1","64",SEGUNDO,ALMAGRO,"5"
Mario Bravo entre Av. Córdoba y Tucumán 0,"33","130000","8320000","3939","252121","1","64",SEGUNDO,ALMAGRO,"5"
Mario Bravo entre Av. Córdoba y Tucumán 0,"33","129000","8256000","3909","250182","1","64",SEGUNDO,ALMAGRO,"5"
Treinta y Tres Orientales 160  -  5º 14 100,"33","86544","5538816","2616","167437","1","64",SEGUNDO,ALMAGRO,"5"
Treinta y Tres Orientales 160  -  3º 8 100,"33","82938","5308032","2507","160460","1","64",SEGUNDO,ALMAGRO,"5"
Treinta y Tres Orientales 160  -  2º 5 100,"33","81135","5192640","2453","156972","1","64",SEGUNDO,ALMAGRO,"5"
Treinta y Tres Orientales 160  -  4º 11 100,"33","84741","5423424","2562","163949","1","64",SEGUNDO,ALMAGRO,"5"
Guardia Vieja 4329,"33","75000","4800000","2240","143369","1","64",SEGUNDO,ALMAGRO,"5"
Castro Barros 200,"34","116000","7424000","3456","221216","2","64",SEGUNDO,ALMAGRO,"5"
Castro Barros 200,"34","110000","7040000","3278","209774","2","64",SEGUNDO,ALMAGRO,"5"
CORRIENTES 4215 10°B 100,"39","110000","7040000","3263","208840","1","64",SEGUNDO,ALMAGRO,"5"
AGRELO 4300,"36","110000","7040000","3235","207059","1","64",SEGUNDO,ALMAGRO,"5"
Rawson 345 0,"34","121016","7745024","3559","227795","1","64",SEGUNDO,ALMAGRO,"5"
DIAZ VELEZ 3800,"39","117000","7488000","3441","220235","1","64",SEGUNDO,ALMAGRO,"5"
DIAZ VELEZ 3800,"39","121000","7744000","3559","227765","1","64",SEGUNDO,ALMAGRO,"5"
DIAZ VELEZ 3800,"39","100000","6400000","2941","188235","1","64",SEGUNDO,ALMAGRO,"5"
BUSTAMANTE PROP. - Rio de Janeiro - 9363 - Almagr*,"34","110000","7040000","3235","207059","1","64",SEGUNDO,ALMAGRO,"5"
"MITRE, BARTOLOME 4100","34","85000","5440000","2500","160000","1","64",SEGUNDO,ALMAGRO,"5"
GUARDIA VIEJA 4300,"39","98750","6320000","2904","185882","1","64",SEGUNDO,ALMAGRO,"5"
GUARDIA VIEJA 4300,"39","110600","7078400","3253","208188","1","64",SEGUNDO,ALMAGRO,"5"
Guardia Vieja 4300 0,"39","78000","4992000","2294","146824","2","64",SEGUNDO,ALMAGRO,"5"
Mario Bravo al 400 0,"36","127000","8128000","3735","239059","1","64",SEGUNDO,ALMAGRO,"5"
SALGUERO 800 0,"38","115000","7360000","3382","216471","1","64",SEGUNDO,ALMAGRO,"5"
Av B Rivadavia 3645,"59","119000","7616000","3500","224000","1","64",SEGUNDO,ALMAGRO,"5"
DIAZ VELEZ 3800,"39","133000","8512000","3912","250353","1","64",SEGUNDO,ALMAGRO,"5"
Potosi 3800,"37","132000","8448000","3882","248471","1","64",SEGUNDO,ALMAGRO,"5"
SALGUERO al 700 0,"34","83500","5344000","2456","157176","2","64",SEGUNDO,ALMAGRO,"5"
Yatay 700,"34","86450","5532800","2543","162729","2","64",SEGUNDO,ALMAGRO,"5"
AV RIVADAVIA 3400,"36","73000","4672000","2147","137412","2","64",SEGUNDO,ALMAGRO,"5"
Guardia Vieja 4300 0,"36","108900","6969600","3203","204988","2","64",SEGUNDO,ALMAGRO,"5"
Castro Barros 200,"37","112000","7168000","3294","210824","2","64",SEGUNDO,ALMAGRO,"5"
MEDRANO y GUARDIA VIEJA 0,"34","105523","6753472","3104","198632","1","64",SEGUNDO,ALMAGRO,"5"
Castro Barros 200,"37","116000","7424000","3412","218353","2","64",SEGUNDO,ALMAGRO,"5"
GUARDIA VIEJA 4300,"39","104675","6699200","3079","197035","1","64",SEGUNDO,ALMAGRO,"5"
tucuman 3344 0,"34","79900","5113600","2350","150400","2","64",SEGUNDO,ALMAGRO,"5"
Bulnes al 800 0,"38","93000","5952000","2735","175059","1","64",SEGUNDO,ALMAGRO,"5"
GUARDIA VIEJA 4300,"39","102700","6572800","3021","193318","1","64",SEGUNDO,ALMAGRO,"5"
33 orientales 650 0,"36","71000","4544000","2088","133647","2","64",SEGUNDO,ALMAGRO,"5"
Aguero 700,"34","87000","5568000","2559","163765","2","64",SEGUNDO,ALMAGRO,"5"
Rocamora 4200,"35","87000","5568000","2559","163765","2","64",SEGUNDO,ALMAGRO,"5"
DIAZ VELEZ 3800,"39","108000","6912000","3176","203294","1","64",SEGUNDO,ALMAGRO,"5"
DIAZ VELEZ 3800,"39","129000","8256000","3794","242824","1","64",SEGUNDO,ALMAGRO,"5"
Tucuman 3380,"34","89000","5696000","2618","167529","1","64",SEGUNDO,ALMAGRO,"5"
GUARDIA VIEJA 4300,"39","86000","5504000","2529","161882","1","64",SEGUNDO,ALMAGRO,"5"
Av. Medrano al 900 0,"94","135000","8640000","3971","254118","2","64",SEGUNDO,ALMAGRO,"5"
Castro Barros 200,"37","114000","7296000","3353","214588","2","64",SEGUNDO,ALMAGRO,"5"
Av Gral Diaz Velez 3700,"41","110000","7040000","3235","207059","2","64",SEGUNDO,ALMAGRO,"5"
Don Bosco 3825,"68","75900","4857600","2232","142871","2","64",SEGUNDO,ALMAGRO,"5"
Mario Bravo 300,"70","71000","4544000","2088","133647","2","64",SEGUNDO,ALMAGRO,"5"
DIAZ VELEZ 3800,"39","112000","7168000","3294","210824","1","64",SEGUNDO,ALMAGRO,"5"
DIAZ VELEZ 3800,"39","125000","8000000","3676","235294","1","64",SEGUNDO,ALMAGRO,"5"
Bartolome Mitre al 3700 0,"37","79000","5056000","2324","148706","2","64",SEGUNDO,ALMAGRO,"5"
Yatay 700,"44","87050","5571200","2560","163859","2","64",SEGUNDO,ALMAGRO,"5"
Pringles al 200 0,"34","86022","5505408","2530","161924","2","64",SEGUNDO,ALMAGRO,"5"
ROCAMORA 4200,"34","87000","5568000","2559","163765","2","64",SEGUNDO,ALMAGRO,"5"
GUARDIA VIEJA 4300,"39","94800","6067200","2788","178447","1","64",SEGUNDO,ALMAGRO,"5"
"MITRE, BARTOLOME 4100","38","88000","5632000","2588","165647","1","64",SEGUNDO,ALMAGRO,"5"
Rivadavia 4000 0,"34","108000","6912000","3176","203294","1","64",SEGUNDO,ALMAGRO,"5"
Corrientes 3800 0,"34","158630","10152320","4666","298598","2","64",SEGUNDO,ALMAGRO,"5"
Castro Barros 200,"37","105000","6720000","3088","197647","2","64",SEGUNDO,ALMAGRO,"5"
DIAZ VELEZ 3800,"39","104000","6656000","3059","195765","1","64",SEGUNDO,ALMAGRO,"5"
GUARDIA VIEJA 4300,"39","106650","6825600","3137","200753","1","64",SEGUNDO,ALMAGRO,"5"
ROCAMORA 4200,"35","88000","5632000","2588","165647","2","64",SEGUNDO,ALMAGRO,"5"
Castro Barros 200,"37","110000","7040000","3235","207059","2","64",SEGUNDO,ALMAGRO,"5"
BULNES 900,"34","84000","5376000","2471","158118","2","64",SEGUNDO,ALMAGRO,"5"
Mario Bravo 900,"37","126000","8064000","3706","237176","1","64",SEGUNDO,ALMAGRO,"5"
Cnel T De Rocamora 4200,"35","87000","5568000","2559","163765","2","64",SEGUNDO,ALMAGRO,"5"
Colombres al 100 0,"34","79000","5056000","2324","148706","2","64",SEGUNDO,ALMAGRO,"5"
Treinta Y Tres Orient 700,"34","74900","4793600","2203","140988","2","64",SEGUNDO,ALMAGRO,"5"
"Cobo al 500 - 1º ""D"" 0","34","75000","4800000","2206","141176","2","64",SEGUNDO,ALMAGRO,"5"
Yatay 57,"34","59000","3776000","1735","111059","2","64",SEGUNDO,ALMAGRO,"5"
Mario Bravo al 900 0,"34","119800","7667200","3524","225506","1","64",SEGUNDO,ALMAGRO,"5"
Bulnes al 900 0,"34","82000","5248000","2412","154353","2","64",SEGUNDO,ALMAGRO,"5"
J Salguero 800,"38","115000","7360000","3382","216471","1","64",SEGUNDO,ALMAGRO,"5"
Guardia Vieja 4300,"40","93600","5990400","2753","176188","1","64",SEGUNDO,ALMAGRO,"5"
Av M Boedo 582,"37","78000","4992000","2275","145624","2","64",SEGUNDO,ALMAGRO,"5"
BARTOLOME MITRE 3400,"35","91848","5878272","2642","169062","2","64",SEGUNDO,ALMAGRO,"5"
BARTOLOME MITRE 3400,"35","86108","5510912","2476","158496","2","64",SEGUNDO,ALMAGRO,"5"
Av. Corrientes al 4200 0,"38","108000","6912000","3086","197486","1","64",SEGUNDO,ALMAGRO,"5"
CORRIENTES 3800,"42","160833","10293312","4595","294095","2","64",SEGUNDO,ALMAGRO,"5"
Quito 3700 0,"40","115000","7360000","3286","210286","2","64",SEGUNDO,ALMAGRO,"5"
CORRIENTES 4500,"39","124678","7979392","3562","227983","1","64",SEGUNDO,ALMAGRO,"5"
CORRIENTES 4500,"39","123456","7901184","3527","225748","1","64",SEGUNDO,ALMAGRO,"5"
Gascon 800 0,"38","135000","8640000","3857","246857","1","64",SEGUNDO,ALMAGRO,"5"
Maza 500,"35","82000","5248000","2343","149943","2","64",SEGUNDO,ALMAGRO,"5"
Guardia Vieja 4300,"40","96200","6156800","2749","175909","1","64",SEGUNDO,ALMAGRO,"5"
Tucuman 3300,"35","109000","6976000","3114","199314","2","64",SEGUNDO,ALMAGRO,"5"
HUMAHUACA 3900,"35","105000","6720000","3000","192000","2","64",SEGUNDO,ALMAGRO,"5"
MEDRANO y GUARDIA VIEJA 0,"35","116948","7484672","3341","213848","1","64",SEGUNDO,ALMAGRO,"5"
Hipólito Irigoyen 3464,"50","78500","5024000","2243","143543","2","64",SEGUNDO,ALMAGRO,"5"
Castro Barros 100 0,"38","99000","6336000","2829","181029","1","64",SEGUNDO,ALMAGRO,"5"
Cnel T De Rocamora 4200,"35","83900","5369600","2397","153417","2","64",SEGUNDO,ALMAGRO,"5"
CORRIENTES 3800,"42","158630","10152320","4532","290066","2","64",SEGUNDO,ALMAGRO,"5"
Pringles al 1100 0,"35","110000","7040000","3143","201143","2","64",SEGUNDO,ALMAGRO,"5"
tucuman 3527,"43","93000","5952000","2657","170057","1","64",SEGUNDO,ALMAGRO,"5"
GUARDIA VIEJA 4300,"40","107325","6868800","3066","196251","1","64",SEGUNDO,ALMAGRO,"5"
"MITRE, BARTOLOME 4100","38","95275","6097600","2722","174217","1","64",SEGUNDO,ALMAGRO,"5"
TUCUMAN 3500 0,"35","88000","5632000","2514","160914","2","64",SEGUNDO,ALMAGRO,"5"
Valentin Gomez 3600,"35","71500","4576000","2043","130743","2","64",SEGUNDO,ALMAGRO,"5"
Av Rivadavia 3400,"37","75000","4800000","2143","137143","2","64",SEGUNDO,ALMAGRO,"5"
Av Gral Diaz Velez 3837,"38","99000","6336000","2829","181029","2","64",SEGUNDO,ALMAGRO,"5"
Bartolomé Mitre 3700 0,"38","78000","4992000","2229","142629","1","64",SEGUNDO,ALMAGRO,"5"
Av Belgrano 3700,"35","90000","5760000","2571","164571","2","64",SEGUNDO,ALMAGRO,"5"
MEDRANO y GUARDIA VIEJA 0,"35","119335","7637440","3410","218213","1","64",SEGUNDO,ALMAGRO,"5"
MEDRANO y GUARDIA VIEJA 0,"35","126791","8114624","3623","231846","1","64",SEGUNDO,ALMAGRO,"5"
Gallo 800,"38","108500","6944000","3100","198400","1","64",SEGUNDO,ALMAGRO,"5"
Guardia Vieja 3700 0,"40","99000","6336000","2829","181029","1","64",SEGUNDO,ALMAGRO,"5"
PALESTINA ENTRE SARMIENTO Y PERON 0,"35","89000","5696000","2543","162743","1","64",SEGUNDO,ALMAGRO,"5"
SARMIENTO 4100,"35","90000","5760000","2571","164571","2","64",SEGUNDO,ALMAGRO,"5"
GUARDIA VIEJA 4300,"40","105300","6739200","3009","192549","1","64",SEGUNDO,ALMAGRO,"5"
DON BOSCO 3400,"39","75000","4800000","2143","137143","2","64",SEGUNDO,ALMAGRO,"5"
BOGADO 4500,"37","115000","7360000","3286","210286","1","64",SEGUNDO,ALMAGRO,"5"
LAMBARE 800,"35","82000","5248000","2343","149943","1","64",SEGUNDO,ALMAGRO,"5"
Potosi 3800,"35","72000","4608000","2057","131657","1","64",SEGUNDO,ALMAGRO,"5"
Hipólito Yrigoyen 3700 0,"42","115000","7360000","3286","210286","2","64",SEGUNDO,ALMAGRO,"5"
Gallo 800,"38","106500","6816000","3043","194743","1","64",SEGUNDO,ALMAGRO,"5"
AV DIAZ VELEZ 3800,"35","99000","6336000","2829","181029","2","64",SEGUNDO,ALMAGRO,"5"
GUARDIA VIEJA 4300,"40","101250","6480000","2893","185143","1","64",SEGUNDO,ALMAGRO,"5"
Humahuaca 3800,"38","99900","6393600","2854","182674","2","64",SEGUNDO,ALMAGRO,"5"
Av Boedo 100,"35","92000","5888000","2629","168229","2","64",SEGUNDO,ALMAGRO,"5"
Gallo 800,"38","103000","6592000","2943","188343","1","64",SEGUNDO,ALMAGRO,"5"
Yatay 700,"35","77528","4961792","2215","141765","1","64",SEGUNDO,ALMAGRO,"5"
GASCON al 700 0,"35","73000","4672000","2086","133486","2","64",SEGUNDO,ALMAGRO,"5"
GUARDIA VIEJA 4300,"40","95175","6091200","2719","174034","1","64",SEGUNDO,ALMAGRO,"5"
Sarmiento 4000 0,"35","96000","6144000","2743","175543","2","64",SEGUNDO,ALMAGRO,"5"
humahuaca al 3800 0,"38","99900","6393600","2854","182674","1","64",SEGUNDO,ALMAGRO,"5"
GUARDIA VIEJA 4300,"40","109350","6998400","3124","199954","1","64",SEGUNDO,ALMAGRO,"5"
Rivadavia 3400,"37","73000","4672000","2086","133486","2","64",SEGUNDO,ALMAGRO,"5"
MEDRANO y GUARDIA VIEJA 0,"35","121770","7793280","3479","222665","1","64",SEGUNDO,ALMAGRO,"5"
GUARDIA VIEJA 4300,"40","113400","7257600","3240","207360","1","64",SEGUNDO,ALMAGRO,"5"
Guardia Vieja 4007,"35","95000","6080000","2714","173714","2","64",SEGUNDO,ALMAGRO,"5"
Av Diaz Vélez al 3800 0,"38","99000","6336000","2829","181029","2","64",SEGUNDO,ALMAGRO,"5"
Díaz Velez 3800,"38","99000","6336000","2829","181029","2","64",SEGUNDO,ALMAGRO,"5"
Querandies 4306,"38","120000","7680000","3429","219429","2","64",SEGUNDO,ALMAGRO,"5"
Boedo al 100 0,"35","92000","5888000","2629","168229","2","64",SEGUNDO,ALMAGRO,"5"
Palestina al 800 0,"35","89000","5696000","2543","162743","1","64",SEGUNDO,ALMAGRO,"5"
GUARDIA VIEJA 4300,"40","97200","6220800","2777","177737","1","64",SEGUNDO,ALMAGRO,"5"
Bulnes 700,"35","86000","5504000","2457","157257","2","64",SEGUNDO,ALMAGRO,"5"
Av. Belgrano al 3600 0,"41","119000","7616000","3400","217600","2","64",SEGUNDO,ALMAGRO,"5"
Av Belgrano 3600,"40","112000","7168000","3200","204800","2","64",SEGUNDO,ALMAGRO,"5"
AV. INDEPENDENCIA 3300,"35","81360","5207040","2325","148773","1","64",SEGUNDO,ALMAGRO,"5"
AV. INDEPENDENCIA 3300,"35","75684","4843776","2162","138394","1","64",SEGUNDO,ALMAGRO,"5"
AV. INDEPENDENCIA 3300,"35","83602","5350528","2389","152872","1","64",SEGUNDO,ALMAGRO,"5"
AV. INDEPENDENCIA 3300,"35","77902","4985728","2226","142449","1","64",SEGUNDO,ALMAGRO,"5"
AV. INDEPENDENCIA 3300,"35","83415","5338560","2383","152530","1","64",SEGUNDO,ALMAGRO,"5"
AV. INDEPENDENCIA 3300,"35","76002","4864128","2172","138975","1","64",SEGUNDO,ALMAGRO,"5"
AV. INDEPENDENCIA 3300,"35","73791","4722624","2108","134932","1","64",SEGUNDO,ALMAGRO,"5"
AV. INDEPENDENCIA 3300,"35","81702","5228928","2334","149398","1","64",SEGUNDO,ALMAGRO,"5"
AV. INDEPENDENCIA 3300,"35","85311","5459904","2438","155997","1","64",SEGUNDO,ALMAGRO,"5"
AV. INDEPENDENCIA 3300,"35","87207","5581248","2492","159464","1","64",SEGUNDO,ALMAGRO,"5"
AV. INDEPENDENCIA 3300,"35","74102","4742528","2117","135501","1","64",SEGUNDO,ALMAGRO,"5"
AV. INDEPENDENCIA 3300,"35","79468","5085952","2270","145313","1","64",SEGUNDO,ALMAGRO,"5"
AVENIDA INDEPENDENCIA 3800,"35","78000","4992000","2229","142629","2","64",SEGUNDO,ALMAGRO,"5"
AV. INDEPENDENCIA 3300,"35","81072","5188608","2316","148246","1","64",SEGUNDO,ALMAGRO,"5"
AV. INDEPENDENCIA 3300,"35","79802","5107328","2280","145924","1","64",SEGUNDO,ALMAGRO,"5"
Juan Agustin Maza 600,"35","83000","5312000","2371","151771","1","64",SEGUNDO,ALMAGRO,"5"
Mario Bravo 900 y Córdoba 0,"35","97786","6258304","2794","178809","1","64",SEGUNDO,ALMAGRO,"5"
"Av. Rivadavia 3422, entre Aguero y Sanchez de Lor*","18","54000","3456000","3000","192000","1","64",SEGUNDO,ALMAGRO,"5"
Alsina 3200,"22","65000","4160000","2954","189091","2","64",SEGUNDO,ALMAGRO,"5"
RIVADAVIA 3400,"32","80001","5120064","3333","213336","2","64",SEGUNDO,ALMAGRO,"5"
HIPÓLITO YRIGOYEN 3300,"27","62900","4025600","2330","149096","1","64",SEGUNDO,ALMAGRO,"5"
Av. Belgrano al 3300 0,"30","99000","6336000","3300","211200","1","64",SEGUNDO,ALMAGRO,"5"
Av. Rivadavia y Sanchez de Loria 0,"31","98700","6316800","3184","203768","1","64",SEGUNDO,ALMAGRO,"5"
Venezuela 3200 0,"31","67000","4288000","2161","138323","2","64",SEGUNDO,ALMAGRO,"5"
Gallo y Córdoba 0,"35","100450","6428800","3240","207381","1","64",SEGUNDO,ALMAGRO,"5"
Gallo y Córdoba 0,"35","103250","6608000","3331","213161","1","64",SEGUNDO,ALMAGRO,"5"
Aguero 700,"15","54900","3513600","3660","234240","1","64",SEGUNDO,BALVANERA,"3"
Pasco al 100 0,"23","60000","3840000","4000","256000","1","64",SEGUNDO,BALVANERA,"3"
Aguero 817,"16","45000","2880000","2812","180000","1","64",SEGUNDO,BALVANERA,"3"
Aguero 740 0,"16","32000","2048000","2000","128000","1","64",SEGUNDO,BALVANERA,"3"
Av. Rivadavia al 1900 0,"17","60000","3840000","3529","225882","1","64",SEGUNDO,BALVANERA,"3"
Av. Independencia 1983 0,"19","52000","3328000","2737","175158","1","64",SEGUNDO,BALVANERA,"3"
Valentín Gómez 3300,"19","47000","3008000","2474","158316","1","64",SEGUNDO,BALVANERA,"3"
viamonte 2100,"19","75000","4800000","3947","252632","2","64",SEGUNDO,BALVANERA,"3"
Mexico y Sarandi 0,"19","45000","2880000","2368","151579","2","64",SEGUNDO,BALVANERA,"3"
Av. Independencia al 1900 0,"28","59900","3833600","3153","201768","1","64",SEGUNDO,BALVANERA,"3"
Viamonte 2600,"19","49900","3193600","2626","168084","1","64",SEGUNDO,BALVANERA,"3"
Bartolome Mitre 2000 0,"21","56500","3616000","2974","190316","1","64",SEGUNDO,BALVANERA,"3"
Venezuela 3000 0,"20","62000","3968000","3100","198400","1","64",SEGUNDO,BALVANERA,"3"
bartolome mitre al 2200 0,"23","68000","4352000","3400","217600","1","64",SEGUNDO,BALVANERA,"3"
Castelli 200,"20","65000","4160000","3250","208000","2","64",SEGUNDO,BALVANERA,"3"
Viamonte al 2600 0,"22","60000","3840000","3000","192000","1","64",SEGUNDO,BALVANERA,"3"
Venezuela y 24 de Noviembre 0,"26","60000","3840000","3000","192000","1","64",SEGUNDO,BALVANERA,"3"
Juan J Castelli 200,"20","69000","4416000","3450","220800","1","64",SEGUNDO,BALVANERA,"3"
VENEZUELA 3000 0,"20","55000","3520000","2750","176000","1","64",SEGUNDO,BALVANERA,"3"
San Luis 2800,"20","65000","4160000","3250","208000","1","64",SEGUNDO,BALVANERA,"3"
México 1900,"20","45000","2880000","2250","144000","2","64",SEGUNDO,BALVANERA,"3"
MEXICO 1996 0,"21","52000","3328000","2476","158476","1","64",SEGUNDO,BALVANERA,"3"
azcuenaga 80,"21","47500","3040000","2262","144762","1","64",SEGUNDO,BALVANERA,"3"
JUNIN 600,"21","75000","4800000","3571","228571","1","64",SEGUNDO,BALVANERA,"3"
Juan J Castelli 200,"21","65000","4160000","3095","198095","1","64",SEGUNDO,BALVANERA,"3"
B Mitre 2200,"24","59500","3808000","2833","181333","1","64",SEGUNDO,BALVANERA,"3"
J.D. Perón 2425 0,"22","45000","2880000","2046","130909","1","64",SEGUNDO,BALVANERA,"3"
BARTOLOME MITRE 3200,"22","58000","3712000","2636","168727","1","64",SEGUNDO,BALVANERA,"3"
Av Pueyrredón 635 0,"25","65000","4160000","2954","189091","1","64",SEGUNDO,BALVANERA,"3"
Viamonte 2100,"22","90000","5760000","4091","261818","1","64",SEGUNDO,BALVANERA,"3"
Hipolito Yrigoyen al 1300 0,"22","55000","3520000","2500","160000","1","64",SEGUNDO,BALVANERA,"3"
Entre Rios al 100 0,"22","65000","4160000","2954","189091","2","64",SEGUNDO,BALVANERA,"3"
Peron 1900,"22","60000","3840000","2727","174545","1","64",SEGUNDO,BALVANERA,"3"
Av. Rivadavia al 1100 0,"22","57000","3648000","2591","165818","1","64",SEGUNDO,BALVANERA,"3"
Adolfo Alsina 1900,"22","63000","4032000","2864","183273","1","64",SEGUNDO,BALVANERA,"3"
Paso 200,"22","69000","4416000","3136","200727","1","64",SEGUNDO,BALVANERA,"3"
CASTELLI 100,"22","49000","3136000","2227","142545","2","64",SEGUNDO,BALVANERA,"3"
Dr A Alsina 1928,"22","51500","3296000","2289","146489","1","64",SEGUNDO,BALVANERA,"3"
Matheu 157,"23","52800","3379200","2342","149920","1","64",SEGUNDO,BALVANERA,"3"
Agüero 700 0,"23","49000","3136000","2130","136348","1","64",SEGUNDO,BALVANERA,"3"
La Rioja 100,"23","55000","3520000","2391","153043","1","64",SEGUNDO,BALVANERA,"3"
PERON 2200,"23","52000","3328000","2261","144696","1","64",SEGUNDO,BALVANERA,"3"
Catamarca al 600 0,"23","54000","3456000","2348","150261","1","64",SEGUNDO,BALVANERA,"3"
Tte Gral Juan Domingo Perón 2200,"23","52000","3328000","2261","144696","2","64",SEGUNDO,BALVANERA,"3"
Hipolito Yrigoyen 2527 0,"23","50000","3200000","2174","139130","1","64",SEGUNDO,BALVANERA,"3"
SARMIENTO 2200,"23","65000","4160000","2826","180870","1","64",SEGUNDO,BALVANERA,"3"
Perón y Junín 0,"23","54900","3513600","2387","152765","1","64",SEGUNDO,BALVANERA,"3"
Sarmiento 2200,"23","59000","3776000","2565","164174","2","64",SEGUNDO,BALVANERA,"3"
Hipolito Yrigoyen 1900 0,"23","60000","3840000","2609","166957","1","64",SEGUNDO,BALVANERA,"3"
Hipolito Yrigoyen y Sarandi 6º piso 0,"23","73000","4672000","3174","203130","1","64",SEGUNDO,BALVANERA,"3"
Viamonte al 2700 0,"23","64500","4128000","2804","179478","1","64",SEGUNDO,BALVANERA,"3"
Av Gral Juan M De Pueyrredon 600,"27","79900","5113600","3474","222330","1","64",SEGUNDO,BALVANERA,"3"
La Rioja 122,"23","62000","3968000","2643","169139","1","64",SEGUNDO,BALVANERA,"3"
Aguero al 700 0,"27","57900","3705600","2412","154400","1","64",SEGUNDO,BALVANERA,"3"
Catamarca 200,"24","59900","3833600","2496","159733","2","64",SEGUNDO,BALVANERA,"3"
LAVALLE al 2900 0,"24","49900","3193600","2079","133067","1","64",SEGUNDO,BALVANERA,"3"
Av Pueyrredón al 400 0,"24","59000","3776000","2458","157333","1","64",SEGUNDO,BALVANERA,"3"
Castelli 100,"48","39900","2553600","1662","106400","1","64",SEGUNDO,BALVANERA,"3"
Gral Juan Lavalle 2285,"24","59800","3827200","2492","159467","1","64",SEGUNDO,BALVANERA,"3"
Entre Rios 400 0,"24","60000","3840000","2500","160000","1","64",SEGUNDO,BALVANERA,"3"
Sarmiento 2200,"24","64000","4096000","2667","170667","2","64",SEGUNDO,BALVANERA,"3"
Combate De Los Pozos 666,"24","65000","4160000","2708","173333","1","64",SEGUNDO,BALVANERA,"3"
Juan J Castelli 190,"33","60000","3840000","2500","160000","1","64",SEGUNDO,BALVANERA,"3"
Gral J J De Urquiza 300,"24","47000","3008000","1942","124298","1","64",SEGUNDO,BALVANERA,"3"
Av Rivadavia 1900,"25","50000","3200000","2029","129870","1","64",SEGUNDO,BALVANERA,"3"
Gallo 400 0,"25","68000","4352000","2720","174080","1","64",SEGUNDO,BALVANERA,"3"
Av Corrientes 2300 0,"25","54000","3456000","2160","138240","1","64",SEGUNDO,BALVANERA,"3"
Aguero al 700 0,"25","50000","3200000","2000","128000","1","64",SEGUNDO,BALVANERA,"3"
